Details,Accession,Release_Date,Species,Genus,Family,Length,Genotype,Genome_Region,Segment,Protein,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
"",QHU36844,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,lung,2019-12-30,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36845,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,China,Homo sapiens,lung,2019-12-30,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36846,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,lung,2019-12-30,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36847,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,China,Homo sapiens,lung,2019-12-30,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36848,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,lung,2019-12-30,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36849,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,China,Homo sapiens,lung,2019-12-30,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36850,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,lung,2019-12-30,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36851,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,China,Homo sapiens,lung,2019-12-30,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36852,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,China,Homo sapiens,lung,2019-12-30,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36823,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,lung,2019-12-23,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36824,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,lung,2019-12-23,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36825,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,China,Homo sapiens,lung,2019-12-23,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36826,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,lung,2019-12-23,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36827,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,China,Homo sapiens,lung,2019-12-23,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36828,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,lung,2019-12-23,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36829,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,China,Homo sapiens,lung,2019-12-23,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36830,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,lung,2019-12-23,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36831,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,China,Homo sapiens,lung,2019-12-23,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36832,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,China,Homo sapiens,lung,2019-12-23,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36853,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,lung,2019-12-30,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36854,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,lung,2019-12-30,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36855,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,China,Homo sapiens,lung,2019-12-30,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36856,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,lung,2019-12-30,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36857,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,China,Homo sapiens,lung,2019-12-30,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36858,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,lung,2019-12-30,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36859,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,China,Homo sapiens,lung,2019-12-30,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36860,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,lung,2019-12-30,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36861,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,China,Homo sapiens,lung,2019-12-30,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36862,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,China,Homo sapiens,lung,2019-12-30,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36833,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,lung,2019-12-30,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36834,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,lung,2019-12-30,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36835,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,China,Homo sapiens,lung,2019-12-30,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36836,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,lung,2019-12-30,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36837,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,China,Homo sapiens,lung,2019-12-30,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36838,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,lung,2019-12-30,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36839,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,China,Homo sapiens,lung,2019-12-30,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36840,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,lung,2019-12-30,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36841,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,China,Homo sapiens,lung,2019-12-30,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36842,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,China,Homo sapiens,lung,2019-12-30,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
